,id,tweet,label,user,cleaned_tweets
21,929417588471316481,Agar isse love kehte toh hum jo karte usse kya hate? 🙂🙂 @ChawalaRiya @Yashika12_K9 https://t.co/BOvRgHtk0G,Normal Speech,281120711,agar isse love kehte toh hum jo karte usse kya hate?
22,929416501005762560,#Narendra modi u r a hopeless PM... Apne garib ko maar daala...... I hate u.... Sirf aap bol bacchan dete ho karte kuch bhi nhi...... U r fake person,Hate Speech,3156832884,modi u r a hopeless pm apne garib ko maar daala i hate u sirf aap bol bacchan dete ho karte kuch bhi nhi u r fake person
23,929416041570164738,@TanzeelSHK @AyazLatifPalijo Provinces or Banana to achi baat hay. Magar Pakistani bun Jana to Fakhar ki baat hui na. Baat baat p nafrat. Achi nahi,Normal Speech,39315658,provinces or banana to achi baat hay magar pakistani bun jana to fakhar ki baat hui na baat baat p nafrat achi nahi
24,929414405229547526,@befikra345 @mahwashajaz_ @XilleIlahi Acha tou un per quota system laga? Ya unko punjab say baher nikala jaisay mohajiron ko nikala intr sindh say? Unki industry nationalise hoi? Unko punjabion nay nafrat say pukra jaisay sindhi pukarty thy? Punjab ny unko qabool kia lakin sindhi ny hum ko nahi qabol kia,Normal Speech,771658655858954240,acha tou un per quota system laga? ya unko punjab say baher nikala jaisay mohajiron ko nikala intr sindh say? unki industry nationalise hoi? unko punjabion nay nafrat say pukra jaisay sindhi pukarty thy? punjab ny unko qabool kia lakin sindhi ny hum ko nahi qabol kia
25,929414177587949569,@HansaPTI Bhutto Sb juke nahi phansi char gaye...Niazi se kaho mafi nama wapis le kar phansi char jaye phir maanoo or gande message bi chorne pare ge,Normal Speech,903644949157224449,bhutto sb juke nahi phansi char gayeniazi se kaho mafi nama wapis le kar phansi char jaye phir maanoo or gande message bi chorne pare ge
26,929413862067179520,@KhSaad_Rafique Pervez musharraf ...Nawaz shareef ki tarhan haramkhoor choor aur awan ka paisa lotnay wala nahe tha atleast.. Haramkhoor nawaz shareef ko phansi do moto gang k sath,Normal Speech,1875827437,pervez musharraf nawaz shareef ki tarhan haramkhoor choor aur awan ka paisa lotnay wala nahe tha atleast haramkhoor nawaz shareef ko phansi do moto gang k sath
27,929412633400193024,@Mk6401 @Anjupra7743 @RoflRavish @ModiLeDubega @kiran_patniak @DubeyAbhay_ @S_aryan_Arya @EkAkel Jis country me sab se kam rape hote hn wahan ka qanoon laagu hona chahiye india me. Tabhi in darindo ka kuch ilaaj ho sakta hai.,Normal Speech,899356883252690944,jis country me sab se kam rape hote hn wahan ka qanoon laagu hona chahiye india me tabhi in darindo ka kuch ilaaj ho sakta hai
28,929411816949669888,@IndianHuIndian @tufailelif mujhe to dono se hi nafrat he. par BJP se mujhe itni nafrat he Zindagi me ise vote nhi dunga. kyonki ye party vote ke laayak hi nhi he.,Hate Speech,133205520,mujhe to dono se hi nafrat he par bjp se mujhe itni nafrat he zindagi me ise vote nhi dunga kyonki ye party vote ke laayak hi nhi he
29,929409727439753217,"as a akshra i hate hina khan ,,but jaise hi usne is ghar m apne aap ko dikhaya hai ,,i respct her ,,bhai kitna bhi galti karlo bandi apne aapko sahi proof kar deti hai ..waah or jinko footage chaea wo hina hina karte rahte hai ,,hina kis kis ko palegi show m.apni image banao sab",Hate Speech,2933104884,as a akshra i hate hina khan but jaise hi usne is ghar m apne aap ko dikhaya hai i respct her bhai kitna bhi galti karlo bandi apne aapko sahi proof kar deti hai waah or jinko footage chaea wo hina hina karte rahte hai hina kis kis ko palegi show mapni image banao sab
30,929409644870565888,@ColorsTV @BeingSalmanKhan Salman bahut bda chutiya h. ..sirf shilpa ka side leta h.  Kaaaminaaaa....phone pe bhe shilpa se baat kia.   Chutiya.  I hate this biased show ...abe dhang se host kr.    Isbar unfair #LuvTyagi #eyehinakhan #ipriyanksharma,Hate Speech,926698294591361025,salman bahut bda chutiya h sirf shilpa ka side leta h kaaaminaaaaphone pe bhe shilpa se baat kia chutiya i hate this biased show abe dhang se host kr isbar unfair
31,929408686807646208,@MimiSayani01 @aliaa08 @S1dharthM @Team_SidharthM @mohit11481 Aayega jab take alia ki shaadi age pass aayegi kyuki alia said 30ki hoote hi won shaadi kargi varun bhi kitna kutta hai Natasha ka shaadi ka spna this alia ke saath shaadi ki baat paaki kar ki hate varun alia sid please career pe focus karo aue alia ke banner se film mat karo,Hate Speech,867069682074955776,aayega jab take alia ki shaadi age pass aayegi kyuki alia said ki hoote hi won shaadi kargi varun bhi kitna kutta hai natasha ka shaadi ka spna this alia ke saath shaadi ki baat paaki kar ki hate varun alia sid please career pe focus karo aue alia ke banner se film mat karo
32,929408566108348417,"@immohajir @mahwashajaz_ mahajiron se kisi ko bhe nafrat nahe hai,mostly log mohajiron ki tragedy ko samjhte hain.aur ,but altaf husain ne qatal o gharatkar ke mohajir cause ko badnaam kar dia hai.",Normal Speech,3689059701,mahajiron se kisi ko bhe nafrat nahe haimostly log mohajiron ki tragedy ko samjhte hainaur but altaf husain ne qatal o gharatkar ke mohajir cause ko badnaam kar dia hai
33,929408513968832520,@pramodkumarahuj @ThePareshRawal @pooran775 Haan hm tilak dekr chhod dete hain jalate nahin hain orton ko ya kisi baba ko rape krne ke liye nahin dete hain,Normal Speech,831760398453964801,haan hm tilak dekr chhod dete hain jalate nahin hain orton ko ya kisi baba ko rape krne ke liye nahin dete hain
34,929408205347835904,@SirRavishKumar Pata nahi log kyun rape karte he farziwal ke sarkar me har 1 km par spa khula he aap bhi add kar do rape kam hi jayenge,Normal Speech,901820013350313985,pata nahi log kyun rape karte he farziwal ke sarkar me har km par spa khula he aap bhi add kar do rape kam hi jayenge
35,929407783329337344,apne personal hatred k liye srk ka nam badnam kr rhe hai chutiye...bhakts ko support kaise kr sakta hai koi lolll,Normal Speech,786952231702507520,apne personal hatred k liye srk ka nam badnam kr rhe hai chutiyebhakts ko support kaise kr sakta hai koi lolll
36,929407299969413120,Ek  Ara ke Bjp ke jila mahamantri  Sh.Dhirendra singh se sare aam Road chaap leader Surendra singh or uske bodyguard Rinku singh murder karne ke udeshye se aa kar maarvkar chala jata hai .or Hamari BJP ke karya karta aise hi baithe hai.kal ye ghatna aap or Hum  .,Normal Speech,1157282526,ek ara ke bjp ke jila mahamantri shdhirendra singh se sare aam road chaap leader surendra singh or uske bodyguard rinku singh murder karne ke udeshye se aa kar maarvkar chala jata hai or hamari bjp ke karya karta aise hi baithe haikal ye ghatna aap or hum 
37,929406791795875840,@saharsonu3 @ishani_gupta tujhe murder kar dungi main!,Hate Speech,2912618503,tujhe murder kar dungi main!
38,929406665878732800,@Sanak1933 @SharmaSrksimran @reshminaparveen @mohana1418 @Kashish_Shine1 @MeghsLeo @mdmoumita7 @rishita160 @naaznin_01 @JaneMerliah Haan khuch log to twtr se v murder kr shakte hain apni ghatiya tweets se aayi,Normal Speech,857655488984600576,haan khuch log to twtr se v murder kr shakte hain apni ghatiya tweets se aayi
39,929406524417560578,@SirRavishKumar Humidity ka kam tu mat kar rape hua he bhi ki ni 95%case jhut hote he fashion ban gaya he ye fasal mota kamao tum chutya media ki vajah se,Normal Speech,901820013350313985,humidity ka kam tu mat kar rape hua he bhi ki ni %case jhut hote he fashion ban gaya he ye fasal mota kamao tum chutya media ki vajah se
40,929406312252809216,"@_BiggBoss11_ Hina apni galti manane ko tayar hi nahi hoti.wo hai kya ki usko itna ghamand hai,sabko bolti hai ye mera class nahi,fake lady,arshi bahut acchi hai is heena se,I hate her",Hate Speech,1286373631,hina apni galti manane ko tayar hi nahi hotiwo hai kya ki usko itna ghamand haisabko bolti hai ye mera class nahifake ladyarshi bahut acchi hai is heena sei hate her
41,929405995356434432,@Rahulpandey_drf @SirRavishKumar Jis par nitiyo he wahi janta he ye media bhenchod rape rape chillata he sach kutch or hota he isiliye.Aropi ladki jhute fasa deti he 95%forg,Hate Speech,901820013350313985,jis par nitiyo he wahi janta he ye media bhenchod rape rape chillata he sach kutch or hota he isiliyearopi ladki jhute fasa deti he %forg
42,929404325322825728,"@Devesh051993 @DubeyAbhay_ Chatukarta ke baare me to Maine Suna hai BJP ne ab tak ke saare record tor diye lab ke. Ab to Pehchaan hi yahi hai DOOSRI buri zubaan, gaaliyan aur sachchayee, imaandaari aur aqal se nafrat.",Normal Speech,3243223542,chatukarta ke baare me to maine suna hai bjp ne ab tak ke saare record tor diye lab ke ab to pehchaan hi yahi hai doosri buri zubaan gaaliyan aur sachchayee imaandaari aur aqal se nafrat
43,929403558109335552,@SirRavishKumar Saheb 60 sal.Kyabhutta. bun rahe tha or. Kabhi cort nahi gaye ho pahle pata karo rape ke 95%case forge hote he tum jaise media kanon banwaya,Normal Speech,901820013350313985,saheb salkyabhutta bun rahe tha or kabhi cort nahi gaye ho pahle pata karo rape ke %case forge hote he tum jaise media kanon banwaya
44,929402612847398912,@SristiJhunjhun1 @ColorsTV @eyehinakhan lol true kuy ki uski jo awwam haina jo is duniya se bhaar jaha se jaadu aaya tha vha ke log aise krte hai aur khud buddhi hai aur dusro ko bolti kitna makeup krti hai khud asli pic dekh legi na jiss deen khud se nafrat krne lagi arshi,Hate Speech,845519146783817728,lol true kuy ki uski jo awwam haina jo is duniya se bhaar jaha se jaadu aaya tha vha ke log aise krte hai aur khud buddhi hai aur dusro ko bolti kitna makeup krti hai khud asli pic dekh legi na jiss deen khud se nafrat krne lagi arshi
45,929400488830820352,"@ZeeNews @sudhirchaudhary @vidya_balan Sabhi jagah to media wale nafrat or jhgde to faila hi rhe hai ,ab logo k ghar me v suru ho gye",Normal Speech,927136537384402948,sabhi jagah to media wale nafrat or jhgde to faila hi rhe hai ab logo k ghar me v suru ho gye
46,929400316428140544,@Sankethr2 @ColorsTV @vidya_balan #Hina ko main dekhna or Soonna pasand Nahi karta I hate #HinaKhan,Hate Speech,3322024903,ko main dekhna or soonna pasand nahi karta i hate
47,929400275680485376,@aagayikavya Tujhe nafrat hoti hai na pando se.. Tu bhi pandi hi hai.. Ek kaam kr.. Ek baap ki aulaad hai to ek dalit se shadi krio. Dekhte hain ki tujhe sirf yahan publicity chahiye ya tu sacchi h.. Mai ek dalit se pyar krta hu aur shadi bhi krunga usise.,Hate Speech,178271634,tujhe nafrat hoti hai na pando se tu bhi pandi hi hai ek kaam kr ek baap ki aulaad hai to ek dalit se shadi krio dekhte hain ki tujhe sirf yahan publicity chahiye ya tu sacchi h mai ek dalit se pyar krta hu aur shadi bhi krunga usise
48,929399759206359041,What's wrong with Sapna... Samjhti kya hai... After Hina I hate her... Kitna attitude hai... Karna kuch nahi hai bas bakwas karni hai.... #BB11,Hate Speech,814413472704372737,what is wrong with sapna samjhti kya hai after hina i hate her kitna attitude hai karna kuch nahi hai bas bakwas karni hai
49,929399618282037249,@yadavakhilesh Har election ke pahiley Janta ke samne kuch tukde fenk diye hate hain,Normal Speech,786454571363164164,har election ke pahiley janta ke samne kuch tukde fenk diye hate hain
50,929398669282906112,@ColorsTV I hate this Sapna so much 😤 itna ghamand kisliye bhai?,Hate Speech,915586580781293569,i hate this sapna so much itna ghamand kisliye bhai?
51,929398418501353472,@girirajsinghbjp Bhai ji aap ko Kya karna hai birthday manaye ya nhi manaye...aap apna kaam theek se toh karna sheekho..jhut or jumlaa aap k khoon mai hai,Normal Speech,915317039186690048,bhai ji aap ko kya karna hai birthday manaye ya nhi manayeaap apna kaam theek se toh karna sheekhojhut or jumlaa aap k khoon mai hai
52,929397439919828992,Padmavati Ka Dusra Khoon Sunkar Kano Se Khoon Nikalne Waala Aur Deepika Ko Dekhte Hi Vomiting. Koi Itni Ugly Kesi Dikh Sakti Hai Bhai.,Normal Speech,471899070,padmavati ka dusra khoon sunkar kano se khoon nikalne waala aur deepika ko dekhte hi vomiting koi itni ugly kesi dikh sakti hai bhai
53,929397239851532288,@11_Bigboss Arshe jaisii Gandi tho nahi hai hina...we love hina we hate Arshi n Akash,Hate Speech,925055284816494592,arshe jaisii gandi tho nahi hai hinawe love hina we hate arshi n akash
54,929396906597462017,"Punjabion ne Punjabion ko maara. Isliye nahi jataya aap ne. Kisi ne nahin kaha tha apne hi zaat paat muhallay ki aurton ka rape karo, kisi ne nahin kaha tha aik doosre ke talwaaron se shaheed kar do. Ab is main koi aur kia kare jo Punjabion ne khud aik doosre ke saath kia? https://t.co/w4H4p4i7UA",Normal Speech,242651047,punjabion ne punjabion ko maara isliye nahi jataya aap ne kisi ne nahin kaha tha apne hi zaat paat muhallay ki aurton ka rape karo kisi ne nahin kaha tha aik doosre ke talwaaron se shaheed kar do ab is main koi aur kia kare jo punjabion ne khud aik doosre ke saath kia?
55,929395828786991105,"@Atheist_Krishna Bhai movie nai Dekhi par Sanjay Leela ko jaante hai, aapko agar pata hota kei ye Saab raajput se nafrat kyu krte hai or ek baar nai ye apni kai filmo me raajput o ko nicha dikhane ka koi moka nai chodte. To aap ye bakwaas nai krte",Normal Speech,3141590402,bhai movie nai dekhi par sanjay leela ko jaante hai aapko agar pata hota kei ye saab raajput se nafrat kyu krte hai or ek baar nai ye apni kai filmo me raajput o ko nicha dikhane ka koi moka nai chodte to aap ye bakwaas nai krte
56,929395192339185664,Mai bahut respect kar Tha @deepikapadukone ko Dilwale k phele Tak jab usne  #ChallengeAccepted ka tweet dala tabse aj tak hate h hate krta Hun aur karta Rahunga (Kismat badi kutti cheez hai saali kabhi bhi palat jaati hai) Kabhi nhi bholunga jab Tak h jan😂,Normal Speech,2878611385,mai bahut respect kar tha ko dilwale k phele tak jab usne ka tweet dala tabse aj tak hate h hate krta hun aur karta rahunga kismat badi kutti cheez hai saali kabhi bhi palat jaati hai kabhi nhi bholunga jab tak h jan
57,929394085428740096,"Ye deekho ek aur farzi rashtravadi.. isko Muslims ka cencus yaad hoga aur pure world ka history bata dega, Islam majority = Terrorism &amp; Non secular, yahi samjayega.. Hindu bachao yahi chilayega.. hahaha https://t.co/5vWWKG3q4M",Normal Speech,213708682,ye deekho ek aur farzi rashtravadi isko muslims ka cencus yaad hoga aur pure world ka history bata dega islam majority = terrorism &amp; non secular yahi samjayega hindu bachao yahi chilayega hahaha
58,929393745023311872,"Fir bhi Hindu Terrorism secular logonko najar ata hai aur Yoga me communalism &amp; safronisation! Unka Yoga virodh hindu virodh nahi, secularism &amp; shanti sandesh samazna chahiye! https://t.co/V4Z6tnZI4v",Normal Speech,3171728952,fir bhi hindu terrorism secular logonko najar ata hai aur yoga me communalism &amp; safronisation! unka yoga virodh hindu virodh nahi secularism &amp; shanti sandesh samazna chahiye!
59,929393742666014721,"@SanjayS04347999 @RoflRavish Ravish SACHCHA suchcha journalist hai. AUR BJP KO SACHCHE, IMAANDAARI AUR BUDHDHIJEEVI, INTELLIGENT AUR ACHHE LOGON SE NAFRAT HAI. EXTRA ORDINARY LOUD VOICE AUR ZEHREELE SHABD ISTEMAAL KARENGE.HAR WAQT GUSSIE ME RAHENGE.YE KYA SANSKAAR,LARISA CULTURE HAI.BURE LOG. BURI SOC.",Normal Speech,3243223542,ravish sachcha suchcha journalist hai aur bjp ko sachche imaandaari aur budhdhijeevi intelligent aur achhe logon se nafrat hai extra ordinary loud voice aur zehreele shabd istemaal karengehar waqt gussie me rahengeye kya sanskaarlarisa culture haibure log buri soc
60,929393573459644417,@HinaKhanArmy2 @ansaran13740764 @SameerNarayanPa Oooo hello jo bhi serial dekhke hina ke fan the wo sab log aaj hina ho hate karne lage he 60% log ab samaj lo tum hi.n salmanji ne bhi aaj hina ki bajai lagta he dekha nahi he. Kutti he hina,Normal Speech,545440359,oooo hello jo bhi serial dekhke hina ke fan the wo sab log aaj hina ho hate karne lage he % log ab samaj lo tum hin salmanji ne bhi aaj hina ki bajai lagta he dekha nahi he kutti he hina
61,929393223323324417,@AmitKum10405363 Ham likhte hi aisa hai ki khoon garam ho jaae! Khikhikhi! Khair yah bas mera imagination hai as a writer! Baaki OM RAUT ne apna likha hoga kuch alag!,Normal Speech,3402398320,ham likhte hi aisa hai ki khoon garam ho jaae! khikhikhi! khair yah bas mera imagination hai as a writer! baaki om raut ne apna likha hoga kuch alag!
62,929392998453952513,@ranveersfan23 @iShahBir bhai isko idhar chod aur nikal..iska movie aane de..tab dekhta hoo isko..saale sab milke hate trend karre hai..God bless them,Hate Speech,789169594405576704,bhai isko idhar chod aur nikaliska movie aane detab dekhta hoo iskosaale sab milke hate trend karre haigod bless them
63,929392151489683461,@DrRizwanAhmed1 Achchha Indian Hindu n achchha Indian Muslim kabhi bhi ekdusre ke liye dil me nafrat nahi rakhta!Sir aap aise comments ko ignore karein pls!,Normal Speech,2878352642,achchha indian hindu n achchha indian muslim kabhi bhi ekdusre ke liye dil me nafrat nahi rakhta!sir aap aise comments ko ignore karein pls!
64,929391495827701760,@Bigg_Boss__ Hina  such a diplomatic  drama queen..khud aag lagati Hai baad me dusro ka naam leti Hai..hate u,Hate Speech,2579821316,hina such a diplomatic drama queenkhud aag lagati hai baad me dusro ka naam leti haihate u
65,929388209749901312,"Sir @jaipur_police , humare Rajput bhai @amitsingh933 ka khoon ufaan maar raha hai.  Kuch ho sakta hai kya? https://t.co/58WFsQwnUh",Normal Speech,121219467,sir  humare rajput bhai ka khoon ufaan maar raha hai kuch ho sakta hai kya?
66,929387243281645568,India wale sab arshi ko hate karte h,Normal Speech,929044750816100353,india wale sab arshi ko hate karte h
67,929385588809068544,@pathaktiya Dil Sambhal Ja Zara Phir Mohabbat Karne Chala Hai Tu- Murder-2,Normal Speech,202101515,dil sambhal ja zara phir mohabbat karne chala hai tu- murder-
68,929385439739416576,@TireddTed Hate them. Sare marks yahin jate hain bc kisi ko kuch nahi ata,Normal Speech,803581791168765952,hate them sare marks yahin jate hain bc kisi ko kuch nahi ata
69,929384324947783680,@NayakRagini @News18India 370 hate ya na hate abdullah india me hoke v pok pakistan ka batate hai aur tere jese 2 kodi ki congi chudail wahi kahegi jo congress karti ayi hai. tujhe v lagta hai halala ki aadat pad gyi hai islie esa bol rhi hai,Normal Speech,924677325160984577,hate ya na hate abdullah india me hoke v pok pakistan ka batate hai aur tere jese kodi ki congi chudail wahi kahegi jo congress karti ayi hai tujhe v lagta hai halala ki aadat pad gyi hai islie esa bol rhi hai
70,929382600174534656,@ItsOnkarx @deepikapadukone @RanveerOfficial KOI RAPE KAR RAHA HO ..AUR TUM DEKHTE RAHO TOH TUM BHI GUNHEGAR HO,Normal Speech,849884884789219328,koi rape kar raha ho aur tum dekhte raho toh tum bhi gunhegar ho
71,929380374441893888,@BeingSalmanKhan I hate ppl wen dey call him bhai jabki vo feeling hoti hi nahi hai,Normal Speech,720877641335595008,i hate ppl wen dey call him bhai jabki vo feeling hoti hi nahi hai
72,929380305412153344,@TimesNow Desh me kitna Hatred felaoge Sir ji,Normal Speech,375455658,desh me kitna hatred felaoge sir ji
73,929380159781613574,"@ZeeNewsHindi Is MC ko Bharat mein la kar phansi dena hai!! Kya  kar rhi BJP sarkar, parliament mein phle Pakistan  ko Atankwadi desh to ghosit kare e.",Normal Speech,921541968059973632,is mc ko bharat mein la kar phansi dena hai!! kya kar rhi bjp sarkar parliament mein phle pakistan ko atankwadi desh to ghosit kare e
74,929379436431998978,@BeingSalmanKhan Aajkal Thodi bahut Nafrat si ho gai hai Aapse d way u... Blacked Heena Khan ....,Hate Speech,929376888639721472,aajkal thodi bahut nafrat si ho gai hai aapse d way u blacked heena khan 
75,929379421290561536,@AzmiShabana hatred for all men..Dosti hai Dushmani to nahin..,Normal Speech,768876330267979777,hatred for all mendosti hai dushmani to nahin
76,929377801173528578,I also hate her ... mc @deepikapadukone bhut ghamandi hai... Srk ko thanks tak Ni bola https://t.co/VDFJQn9P8c,Hate Speech,718003512571854848,i also hate her  mc bhut ghamandi hai srk ko thanks tak ni bola
77,929377078075518981,@NavbharatTimes Varun khan?😂😂 ulti ganga🙏 hate speech @SanjayAzadSln @jigneshmevani80 @Shehla_Rashid @DrKumarVishwas @kanhaiyajnusu @ikamalhaasan @LambaAlka,Normal Speech,2668408052,varun khan? ulti ganga hate speech
78,929373258750840832,Badi ummide lagaye bethe hai apni maa ke murder ke khulase ka.hamare ander bhay hai . Thana fatehpur sikri ke imlaoda gaon ki daqeti murder ka,Normal Speech,914684436720922624,badi ummide lagaye bethe hai apni maa ke murder ke khulase kahamare ander bhay hai  thana fatehpur sikri ke imlaoda gaon ki daqeti murder ka
