id,tweet,label
929409644870565888,@ColorsTV @BeingSalmanKhan Salman bahut bda chutiya h. ..sirf shilpa ka side leta h.  Kaaaminaaaa....phone pe bhe shilpa se baat kia.   Chutiya.  I hate this biased show ...abe dhang se host kr.    Isbar unfair #LuvTyagi #eyehinakhan #ipriyanksharma,Hate Speech
929408686807646208,@MimiSayani01 @aliaa08 @S1dharthM @Team_SidharthM @mohit11481 Aayega jab take alia ki shaadi age pass aayegi kyuki alia said 30ki hoote hi won shaadi kargi varun bhi kitna kutta hai Natasha ka shaadi ka spna this alia ke saath shaadi ki baat paaki kar ki hate varun alia sid please career pe focus karo aue alia ke banner se film mat karo,Hate Speech
929408566108348417,"@immohajir @mahwashajaz_ mahajiron se kisi ko bhe nafrat nahe hai,mostly log mohajiron ki tragedy ko samjhte hain.aur ,but altaf husain ne qatal o gharatkar ke mohajir cause ko badnaam kar dia hai.",Normal Speech
929408513968832520,@pramodkumarahuj @ThePareshRawal @pooran775 Haan hm tilak dekr chhod dete hain jalate nahin hain orton ko ya kisi baba ko rape krne ke liye nahin dete hain,Normal Speech
929408205347835904,@SirRavishKumar Pata nahi log kyun rape karte he farziwal ke sarkar me har 1 km par spa khula he aap bhi add kar do rape kam hi jayenge,Normal Speech
929407783329337344,apne personal hatred k liye srk ka nam badnam kr rhe hai chutiye...bhakts ko support kaise kr sakta hai koi lolll,Normal Speech
929407299969413120,Ek  Ara ke Bjp ke jila mahamantri  Sh.Dhirendra singh se sare aam Road chaap leader Surendra singh or uske bodyguard Rinku singh murder karne ke udeshye se aa kar maarvkar chala jata hai .or Hamari BJP ke karya karta aise hi baithe hai.kal ye ghatna aap or Hum  .,Normal Speech
929406791795875840,@saharsonu3 @ishani_gupta tujhe murder kar dungi main!,Hate Speech
929406665878732800,@Sanak1933 @SharmaSrksimran @reshminaparveen @mohana1418 @Kashish_Shine1 @MeghsLeo @mdmoumita7 @rishita160 @naaznin_01 @JaneMerliah Haan khuch log to twtr se v murder kr shakte hain apni ghatiya tweets se aayi,Normal Speech
929406524417560578,@SirRavishKumar Humidity ka kam tu mat kar rape hua he bhi ki ni 95%case jhut hote he fashion ban gaya he ye fasal mota kamao tum chutya media ki vajah se,Normal Speech
929406312252809216,"@_BiggBoss11_ Hina apni galti manane ko tayar hi nahi hoti.wo hai kya ki usko itna ghamand hai,sabko bolti hai ye mera class nahi,fake lady,arshi bahut acchi hai is heena se,I hate her",Hate Speech
929405995356434432,@Rahulpandey_drf @SirRavishKumar Jis par nitiyo he wahi janta he ye media bhenchod rape rape chillata he sach kutch or hota he isiliye.Aropi ladki jhute fasa deti he 95%forg,Hate Speech
929404325322825728,"@Devesh051993 @DubeyAbhay_ Chatukarta ke baare me to Maine Suna hai BJP ne ab tak ke saare record tor diye lab ke. Ab to Pehchaan hi yahi hai DOOSRI buri zubaan, gaaliyan aur sachchayee, imaandaari aur aqal se nafrat.",Normal Speech
929403558109335552,@SirRavishKumar Saheb 60 sal.Kyabhutta. bun rahe tha or. Kabhi cort nahi gaye ho pahle pata karo rape ke 95%case forge hote he tum jaise media kanon banwaya,Normal Speech
929402612847398912,@SristiJhunjhun1 @ColorsTV @eyehinakhan lol true kuy ki uski jo awwam haina jo is duniya se bhaar jaha se jaadu aaya tha vha ke log aise krte hai aur khud buddhi hai aur dusro ko bolti kitna makeup krti hai khud asli pic dekh legi na jiss deen khud se nafrat krne lagi arshi,Hate Speech
929400488830820352,"@ZeeNews @sudhirchaudhary @vidya_balan Sabhi jagah to media wale nafrat or jhgde to faila hi rhe hai ,ab logo k ghar me v suru ho gye",Normal Speech
929400316428140544,@Sankethr2 @ColorsTV @vidya_balan #Hina ko main dekhna or Soonna pasand Nahi karta I hate #HinaKhan,Hate Speech
929400275680485376,@aagayikavya Tujhe nafrat hoti hai na pando se.. Tu bhi pandi hi hai.. Ek kaam kr.. Ek baap ki aulaad hai to ek dalit se shadi krio. Dekhte hain ki tujhe sirf yahan publicity chahiye ya tu sacchi h.. Mai ek dalit se pyar krta hu aur shadi bhi krunga usise.,Hate Speech
929399759206359041,What's wrong with Sapna... Samjhti kya hai... After Hina I hate her... Kitna attitude hai... Karna kuch nahi hai bas bakwas karni hai.... #BB11,Hate Speech
929399618282037249,@yadavakhilesh Har election ke pahiley Janta ke samne kuch tukde fenk diye hate hain,Normal Speech
929398669282906112,@ColorsTV I hate this Sapna so much 😤 itna ghamand kisliye bhai?,Hate Speech
929398418501353472,@girirajsinghbjp Bhai ji aap ko Kya karna hai birthday manaye ya nhi manaye...aap apna kaam theek se toh karna sheekho..jhut or jumlaa aap k khoon mai hai,Normal Speech
929397439919828992,Padmavati Ka Dusra Khoon Sunkar Kano Se Khoon Nikalne Waala Aur Deepika Ko Dekhte Hi Vomiting. Koi Itni Ugly Kesi Dikh Sakti Hai Bhai.,Normal Speech
929397239851532288,@11_Bigboss Arshe jaisii Gandi tho nahi hai hina...we love hina we hate Arshi n Akash,Hate Speech
929396906597462017,"Punjabion ne Punjabion ko maara. Isliye nahi jataya aap ne. Kisi ne nahin kaha tha apne hi zaat paat muhallay ki aurton ka rape karo, kisi ne nahin kaha tha aik doosre ke talwaaron se shaheed kar do. Ab is main koi aur kia kare jo Punjabion ne khud aik doosre ke saath kia? https://t.co/w4H4p4i7UA",Normal Speech
929395828786991105,"@Atheist_Krishna Bhai movie nai Dekhi par Sanjay Leela ko jaante hai, aapko agar pata hota kei ye Saab raajput se nafrat kyu krte hai or ek baar nai ye apni kai filmo me raajput o ko nicha dikhane ka koi moka nai chodte. To aap ye bakwaas nai krte",Normal Speech
929395192339185664,Mai bahut respect kar Tha @deepikapadukone ko Dilwale k phele Tak jab usne  #ChallengeAccepted ka tweet dala tabse aj tak hate h hate krta Hun aur karta Rahunga (Kismat badi kutti cheez hai saali kabhi bhi palat jaati hai) Kabhi nhi bholunga jab Tak h jan😂,Normal Speech
929394085428740096,"Ye deekho ek aur farzi rashtravadi.. isko Muslims ka cencus yaad hoga aur pure world ka history bata dega, Islam majority = Terrorism &amp; Non secular, yahi samjayega.. Hindu bachao yahi chilayega.. hahaha https://t.co/5vWWKG3q4M",Normal Speech
929393745023311872,"Fir bhi Hindu Terrorism secular logonko najar ata hai aur Yoga me communalism &amp; safronisation! Unka Yoga virodh hindu virodh nahi, secularism &amp; shanti sandesh samazna chahiye! https://t.co/V4Z6tnZI4v",Normal Speech
929393742666014721,"@SanjayS04347999 @RoflRavish Ravish SACHCHA suchcha journalist hai. AUR BJP KO SACHCHE, IMAANDAARI AUR BUDHDHIJEEVI, INTELLIGENT AUR ACHHE LOGON SE NAFRAT HAI. EXTRA ORDINARY LOUD VOICE AUR ZEHREELE SHABD ISTEMAAL KARENGE.HAR WAQT GUSSIE ME RAHENGE.YE KYA SANSKAAR,LARISA CULTURE HAI.BURE LOG. BURI SOC.",Normal Speech
929393573459644417,@HinaKhanArmy2 @ansaran13740764 @SameerNarayanPa Oooo hello jo bhi serial dekhke hina ke fan the wo sab log aaj hina ho hate karne lage he 60% log ab samaj lo tum hi.n salmanji ne bhi aaj hina ki bajai lagta he dekha nahi he. Kutti he hina,Normal Speech
929393223323324417,@AmitKum10405363 Ham likhte hi aisa hai ki khoon garam ho jaae! Khikhikhi! Khair yah bas mera imagination hai as a writer! Baaki OM RAUT ne apna likha hoga kuch alag!,Normal Speech
929392998453952513,@ranveersfan23 @iShahBir bhai isko idhar chod aur nikal..iska movie aane de..tab dekhta hoo isko..saale sab milke hate trend karre hai..God bless them,Hate Speech
929392151489683461,@DrRizwanAhmed1 Achchha Indian Hindu n achchha Indian Muslim kabhi bhi ekdusre ke liye dil me nafrat nahi rakhta!Sir aap aise comments ko ignore karein pls!,Normal Speech
929391495827701760,@Bigg_Boss__ Hina  such a diplomatic  drama queen..khud aag lagati Hai baad me dusro ka naam leti Hai..hate u,Hate Speech
929388209749901312,"Sir @jaipur_police , humare Rajput bhai @amitsingh933 ka khoon ufaan maar raha hai.  Kuch ho sakta hai kya? https://t.co/58WFsQwnUh",Normal Speech
929387243281645568,India wale sab arshi ko hate karte h,Normal Speech
929385588809068544,@pathaktiya Dil Sambhal Ja Zara Phir Mohabbat Karne Chala Hai Tu- Murder-2,Normal Speech
929385439739416576,@TireddTed Hate them. Sare marks yahin jate hain bc kisi ko kuch nahi ata,Normal Speech
929384324947783680,@NayakRagini @News18India 370 hate ya na hate abdullah india me hoke v pok pakistan ka batate hai aur tere jese 2 kodi ki congi chudail wahi kahegi jo congress karti ayi hai. tujhe v lagta hai halala ki aadat pad gyi hai islie esa bol rhi hai,Normal Speech
929382600174534656,@ItsOnkarx @deepikapadukone @RanveerOfficial KOI RAPE KAR RAHA HO ..AUR TUM DEKHTE RAHO TOH TUM BHI GUNHEGAR HO,Normal Speech
929380374441893888,@BeingSalmanKhan I hate ppl wen dey call him bhai jabki vo feeling hoti hi nahi hai,Normal Speech
929380305412153344,@TimesNow Desh me kitna Hatred felaoge Sir ji,Normal Speech
929380159781613574,"@ZeeNewsHindi Is MC ko Bharat mein la kar phansi dena hai!! Kya  kar rhi BJP sarkar, parliament mein phle Pakistan  ko Atankwadi desh to ghosit kare e.",Normal Speech
929379436431998978,@BeingSalmanKhan Aajkal Thodi bahut Nafrat si ho gai hai Aapse d way u... Blacked Heena Khan ....,Hate Speech
929379421290561536,@AzmiShabana hatred for all men..Dosti hai Dushmani to nahin..,Normal Speech
929377801173528578,I also hate her ... mc @deepikapadukone bhut ghamandi hai... Srk ko thanks tak Ni bola https://t.co/VDFJQn9P8c,Hate Speech
929377078075518981,@NavbharatTimes Varun khan?😂😂 ulti ganga🙏 hate speech @SanjayAzadSln @jigneshmevani80 @Shehla_Rashid @DrKumarVishwas @kanhaiyajnusu @ikamalhaasan @LambaAlka,Normal Speech
929373258750840832,Badi ummide lagaye bethe hai apni maa ke murder ke khulase ka.hamare ander bhay hai . Thana fatehpur sikri ke imlaoda gaon ki daqeti murder ka,Normal Speech
929373042739834881,"@alok_ajay Toilet ghotala, Sri Jan ghotala, bandh ghotala aur murder ka aarop.  Wah re tera surya.  Paltua ko sharm bhi aata hai ki nahi? ?",Normal Speech
929371524993134593,@rockyandmayur @RaisinaSeries Thank You Gud night.Mere kaan se khoon nikal raha hai.,Normal Speech
936015566091051009,@nafayy_ @InternetNinja7 muje kabhi yaqin nahi asakta tumhari baat pe k u like puneesh..isliye kyun karun nafrat jb tum keh hi jhoot rahi ho,Normal Speech
936007428046389248,@mahwashajaz_  tumre yaha aise khule aamm murder hote hai kya? https://t.co/pStoRtuhme,Normal Speech
935996034810912768,@gregariousmona @RealshilpaBboss Are iski baat ur gadhe ki laat ek jesi h roj palti marti h...iska koi bharosa nhi...i hate her to much roj gand nikalti h shilpa k liye...ise bas hina pasand h,Hate Speech
935996005354541056,@eyehinakhan Kabhi nahi jhoot sunn kar kaan may se khoon nikla .   vote for shilpa,Normal Speech
935986352226791424,@geeta_phogat @eyehinakhan Chalo koi toh hai jo sacchai dekh sakta Hai...warna baqi toh andhe ho chuke hai nafrat me..koi hater galat video bana k bhej raha Hai aur yeh log pura such jane bagair uchal rahe Hain pagal log,Normal Speech
935985204857937921,Bandagi k aankhu se khun k aansu kya aankh phod k khun hi Nikal do... I hate this bitch.. 😑 #bb11,Hate Speech
935984665965596674,"Ek Chehra Dil Ke Kareeb - Melodious Song - Lata @ Garam Khoon - Vinod Khanna, Sulakshana Pandit https://t.co/y0DEHIm3Lr",Normal Speech
935983881559228416,@TheKhabari2 I hate shilpa...Ye jo dikhti hain na woo nahi hain..every time simpathi leti hain Salman Khan se..,Hate Speech
935983329635192832,@Amit_smiling Sir lekin jo log rajput nahin hain to unka khoon dhanda hota hai?🤔,Normal Speech
935981405796012034,"Tu Jaha Mai Waha, Starring: Vinod Khanna, Sulakshana Pandit, Movie- Garam Khoon 1980 https://t.co/CCwg2ZktYN",Normal Speech
935979340998815744,@TheKaranPatel  Yaar hadd ho gayi Karan Bua ki - iski subah SAAM Hina ke comments pe Hoti hai 😂😂 Aur baat kaisi karta hai - Hina KO koi fark Nahi padta - aur Tu Apna khoon jalan raha hai 😂😂 Aur aam janta see gaali bhi khaa Raha hai😂 hadd hai,Normal Speech
935975752008216576,@Vishal_ADreamer @jitupatwari Jab Pappu Khan saffron terrorism bolta hai tab Hinduoo ka apman nahi hota hai?  Chee papu khan kay Pidi?,Normal Speech
935975611142672384,@ThisIsVsAl @Boss_updates Ghatiya Gandagi Gairgujri Gulchharrey udaney walo ...Hatred Pungi,Normal Speech
935975595640438784,@NitishKumar Good job magar dindharai rape murder Jo ho raha Hai bihar mai usko bhee dhayan rakhai Aap Twitter par pheknai sai kuch na hoga saheb crimes par control karai,Normal Speech
935973460530073601,"Ek ""khooni liberal"" ki ek buhat baray Leader say moaddabana guzarish. Aap liberals pe toh baras paray magar aap ke khoon kay piasay Khadim Rizvi aur Afzal Qadri say aap nay kufr kay fatway kay dar say is saal kay shoro main maafi maangli thi @ImranKhanPTI 
https://t.co/9Wu1vX27d3",Normal Speech
935969379476439041,@sardanarohit @aajtak Jo dharam ko chhupaye vo socho kya bhala kr skta h kisi ka..tbhi m socha ye saffron terror kyon kah rha h. Aaj itna pyar saffron se. Gandhi nhi gndi nali ki paidaish h.,Normal Speech
935968181017038848,"@geeta_phogat @eyehinakhan @geeta_phogat Thank you so much for this, hater ka aur kio kaam nahin hain, Hina ke liye itna hate hain ke aankhen band kar ke dekhte hain.",Normal Speech
935967784034451456,"@kashifmirza94 @RaqifMakhdoomi5 @AnilSha35304314 @taslimanasreen Tum logo ko dete hunge Paise. Tum logo ko humare mulk k baato me kyu itna interest hai? Ohh samajh gaya, tum logo k mulk me Ab kuch baat karne reh he nahi gaya hoga. Sab kuch terrorism se he shuru aur nahi khatm",Normal Speech
935967075583053830,@GAUAHAR_KHAN  @iamkamyapunjabi  why you guy have so me hate rate for someone kuch din ka biggboss hai khatam ho jaiga pr ap  logo k dil me apni jaga mat khoiye or @iamkamyapunjabi hina jo bhi or jaha se bhi aye hai pr ap kon ho ? https://t.co/DBdBJH6PIj,Normal Speech
935963676632330240,"@sambhavnaseth Toh vikas Ke samne when someone said kali where is he? Vikas bhi Boht galt hai Kuch chizo mein. Aur shilpa ka bhi ab woh pehle wala roop Nikal raha hai because Uske arshi Aur akash ne Darar dikh rahi hai. Aaj na shilpa gandagi Aur puneesh mein se nafrat, contin...",Normal Speech
935962770746609670,@sambhavnaseth mam apne Aaj bola sahi bola. But vikas bhi maze le raha tha. Waise Toh ladki Ko Moti bola usko bada problem ho raha tha. Aur Sab gandagi ne kiya hai but shilpa ne bhi Uski bhadas nikali hai sabpe. Uska hatred Aur uske sath jo bahr hua hai that has made shilpa.,Normal Speech
935962483847716864,"Aaj ka ep dekh k sahi me itna he khoon khol rha tha,Jis tarah se janwaro ki trh punish ne trimmer chalaya luv ko luckily khoon ni aya,hina n akash k sath jo kia insaniyat h he ni kya shilpa punish vikas bandagi me. #SHAME @BiggBoss @BeingSalmanKhan @eyehinakhan @TheLuvTyagi #BB11 https://t.co/fRSjndcffb",Normal Speech
935962207501803520,"@TheKaranPatel @GAUAHAR_KHAN @swetha_crazy @TheKaranPatel  aapke paas koi kaam nahi he? Pura din yahi sochte ho ki Hina k against kya tweet karu aaj? Aap kisi mitti k bane ho? Insaaniyat bhi nahi he aapme, really. Muje regret hota he ki me kabhi aapka fan tha.  Now I hate u karan, aap to Patel kahne k laayak bhi nahi.",Hate Speech
935962011036454913,@republic Bda chhuparustam nikla re rahul baba.. Ise kahte h deeye niche andhera ...desh ko dhoka.. Aankho me dhul jhonk rha thha.. Aaj pta chla ye saffron terror kyon kahta firta h. Dhokhebaj h aaul baba,Normal Speech
935961393408352256,"@GAUAHAR_KHAN @gauhar khan muje regret hota he ki mene season 7 me aapke liye votes kiye the aur aapka fan tha, but ab to aapne saari ijjat gava di ki ek hina k piche padi rehti ho.  Aapke paas koi kaam nahi He kya? Pura Dina hina k against tweet k bareme hi sochta ho? I hate u gauhar...",Hate Speech
935960769958764544,Gauahar k FB pe Hina se kam followers hain .. sahi toh hai ... logo@ko sach batana achha lagta hai sun na nahi .. koi gali toh nahi di na... kuchh bewkoof aise react kar rahe hain jaise murder kar diya ho 😂 agar Hina inki chaplusi karti toh achha bolte,Normal Speech
935960760114487296,@iamkamyapunjabi @eyehinakhan @GAUAHAR_KHAN I hate u Kamya... muje regret hota he ki me kabhi aapka fan tha... aapko insaaniyat naam ki koi chij hi nahi he aapne... I hate u Kamya...,Hate Speech
935960492660744192,Rishta Likhenge Hum Naya Chotti Thakurains chakarvyuh earns Ratans hatred… https://t.co/JNaTciqX6O #StarPlus #Colors,Normal Speech
935959944339361793,"@ShamaJunejo @sadafaj Aaj kal khoon rare aata hai, due to unhealthy diet",Normal Speech
935959411016851457,@moji0091 MAIN kon se sachye sa baagi? app ek pic laga k khud tabsra ker rahy ho? main ki koi laga doon ore khoon tum ya ker rahy thy? hahahah lol kia mazaq ha? https://t.co/lwJkNXRkTq,Normal Speech
935958455814361088,@GauravS84549289 @onlyshafaq @NitishKumar Wese bhi ye sanghi hijde shadi se zyada rape main vishwas rakhte to teri maa ki sari khol kar dekh khaki chadhhi pehni hogi lol hijde chakke,Normal Speech
935957837368385537,@nitinrwt94 @doveeyeshashtag To khul ke bole pyar hai nafrat nhi... Game kiu khel raha hai,Normal Speech
935957400166727681,10 Logon Ko Phansi Lag Jae To Corruption Khatam Hojae Gi.. Sheikh Rasheed... https://t.co/p4eHnp1ECM,Normal Speech
935957097434329088,"@pramiladixit @sardanarohit madam aap ka chinta karna bilkul jayaj h, aap ke pati ek bahdur or nidar insan h, biswas rakhiye sir to bahut door ki baat h koi haat bhi nhi laga sakta h, phir aap bhi to ek hindu viragna ho, rani laxmibai rani durgabatti inka or aap ka khoon ek hi h,aap apne pati ki sakti ho,",Normal Speech
935956575449055232,@MDihka @BiggBoss Hate u sooooooooooooo muuuuuuuuuuchhhhhh big boss gandgi faila rkhi h bndgi punish ne unhe kuchh nhi khoge hina pr chd jaoge,Hate Speech
935956107545194496,@JJROCKXX @geeta_phogat I hate heen khaan ye video Maine abhi dekha kuch galat nahi bolla usne kun itna bada issue bana rahe ho sab sach baat  bol rahi hai wo jo hum aur aap bhi bolte hai heena ke hater hone ka matlab ye nahi ki kisi bhi baat ka issue banao,Hate Speech
935955785879764992,"@TruthPrevail3 @GovindKushavaha @mohdsubuhan @sanjivbhatt PM ki post ki izzat krte hai isliye gaali nhi di, mgr jo PM ki post pr hai wo khoon choos raja hai desh ka or ap jese log uska sath de rahe hai",Normal Speech
935954976664195072,@pawanrajesh1112 @KishwerM @BiggBoss I hate pungi for doing what they did with luv and Akash but Hina ne ankhon main mirch daali Hai and usne Baal bhi kaate Hai,Hate Speech
935954576297156608,@WavhalVaishnavi @RealVinduSingh Poora India yahi soch raha hai bro ki jhooti ko tv industry se laye hai ki dusre planet se hate her,Hate Speech
935953637976588288,@pawanrajesh1112 @KishwerM @BiggBoss Akash aur luv ke saath to boht galat Kiya but Hina ke saath wohi Kiya Jo usne Kiya the that's why I hate pungi,Hate Speech
935952399889440768,"@HumaJawad23 @JJROCKXX @eyehinakhan @GAUAHAR_KHAN Hina khan chalak aur dhokebaaj Lomdi hai, Mai aaj ke task mein hoti toh Uska ka nak katke use shurpanakha banati, I just hate her",Hate Speech
935951800158502912,"Zillat ki jeet se behtar Izzat ki haar hai, Vikas Gupta ka kahna hai ke shilpa se sakht nafrat karte hai lekin aankh band kar ke support karte hai bhayya ye konsi nafrat hai... #BB11 @doveeyeshashtag",Hate Speech
935951388680642566,@RealVinduSingh Hina ne khud shilpa ke baal kate ajj apni trun toh India dekh raha hai ek ladki dusri ladki ke baal cut kar rahi hai hate Hina nd love shilp,Normal Speech
935949457354452993,"@AarohiShergil Yeah that's why I hate salman ,pichli baar bhi salman ne bahut bola tha Gaurav Chopra ko aur side manveer manu ki leta rehta tha",Hate Speech
935948578496942081,I HATE IT jab samny rakhi cheez na milay matlab abhi tou men ny yahan rakhi thi zameen kha gae kya,Hate Speech
935947602654240768,@ShilpaT72863547 @Rose_Zander Chill yaar shilpaa...wo nahi samjhegi..😂 apna khoon math jala gulab k piche...Wo bas Akash PE taras kharahi aur kuch nai...calm down..,Normal Speech
935947175871344640,@BenafshaSoona acha hua k aap bahar aa gyi wrna hmari ankho s to khoon ki nadiyaan bah rhi thi.. U were not played well ben.. Apne ghar m gandgi felai hai hina khan or priyank k sath milkr..,Normal Speech
935947078173208577,@iamkamyapunjabi @SbSamanbutt @eyehinakhan @GAUAHAR_KHAN Ha kamyaji ye aapne sahi dekha hai esi hai wo.tabhi to sabhi use etna hate karte hai in se to swami om bhi achhe the yaar😂😂 #thooo hina khan haak thooooooooook,Hate Speech
935946733158387715,"@adnanactor @faysalquraishi @fahadmustafa26 @MawraHocane @VJURWA @adnanjilani4 Adnan Jeelani🌹🌹🌹🌹4 Super Hit Dramas Wafa Bewafa Se, Humare Ghar Mein, Mohabbat Nafrat Se, Aatish🌹🌹🌹 https://t.co/TmpwDDB4kN",Normal Speech
935946511980036097,@GauravS84549289 @onlyshafaq @NitishKumar Tu unhi ki.najyaz aulaad hoga teri amma ka rape karkar chod diya hoga warna hume to yahi confirm chakke hain hijde hain aur han gandu bhi he,Normal Speech
935945041977024512,"Apne family ko khoon ke aansoo rulane wali bathroom ja ja ke, khud  mirchi lagnese khoon ke aansoo nikalne lagi 😂😂😬 #BB11 #BiggBoss11 #BiggBoss",Normal Speech
